Orig, 10, 0.9473684210526315
0.01, 0.9473684210526315
0.011, 0.9473684210526315
0.012, 0.9473684210526315
0.013, 0.9473684210526315
0.014, 0.9473684210526315
0.015, 0.9473684210526315
0.016, 0.9473684210526315
0.017, 0.9415204678362573
0.018, 0.9415204678362573
0.019, 0.9415204678362573
0.02, 0.9415204678362573
0.021, 0.9415204678362573
0.022, 0.9415204678362573
0.023, 0.9415204678362573
0.024, 0.9415204678362573
0.025, 0.9473684210526315
0.026, 0.9473684210526315
0.027, 0.9473684210526315
0.028, 0.9473684210526315
0.029, 0.9473684210526315
0.03, 0.9473684210526315
0.031, 0.9473684210526315
0.032, 0.9473684210526315
0.033, 0.9473684210526315
0.034, 0.6140350877192983
