Learning Rate,Train Accuracy,Test Accuracy
0.001,0.9447236180904522,0.9649122807017544
0.002,0.9195979899497487,0.9122807017543859
0.003,0.949748743718593,0.9649122807017544
0.004,0.9170854271356784,0.9473684210526315
0.005,0.9472361809045227,0.9590643274853801
