Learning Rate,Train Accuracy,Test Accuracy
0.001,0.9748743718592965,0.9824561403508771
0.002,0.9824120603015075,0.9766081871345029
0.003,0.9673366834170855,0.9766081871345029
0.004,0.964824120603015,0.9590643274853801
0.005,0.9723618090452262,0.9590643274853801
